frame_no,rel_time,src,dst,srcport,dstport,proto,length,tcp_stream,seq,ack,win,flags,is_retx,is_ooo,is_ka,is_zerowin,opcua_type,opcua_service,opcua_reqid,opcua_seq,opcua_chunk
99,2025-08-12 15:26:46.284068,192.168.159.198,192.168.159.241,4840,62987,TCP,1514,3,3085,497,8192,,0,0,0,0,,,,,
100,2025-08-12 15:26:46.285059,192.168.159.198,192.168.159.241,4840,62987,TCP,1514,3,4545,497,8192,,0,0,0,0,,,,,
101,2025-08-12 15:26:46.285088,192.168.159.241,192.168.159.198,62987,4840,TCP,54,3,497,6005,65535,,0,0,0,0,,,,,
102,2025-08-12 15:26:46.287094,192.168.159.198,192.168.159.241,4840,62987,TCP,1514,3,6005,497,8192,,0,0,0,0,,,,,
103,2025-08-12 15:26:46.287094,192.168.159.198,192.168.159.241,4840,62987,TCP,946,3,7465,497,8192,,0,0,0,0,,,,,
104,2025-08-12 15:26:46.287129,192.168.159.241,192.168.159.198,62987,4840,TCP,54,3,497,8357,65535,,0,0,0,0,,,,,
105,2025-08-12 15:26:46.298050,192.168.159.198,192.168.159.241,4840,62987,TCP,1514,3,8357,497,8192,,0,0,0,0,,,,,
106,2025-08-12 15:26:46.300103,192.168.159.198,192.168.159.241,4840,62987,TCP,1430,3,9817,497,8192,,0,0,0,0,,,,,
107,2025-08-12 15:26:46.300170,192.168.159.241,192.168.159.198,62987,4840,TCP,54,3,497,11193,65535,,0,0,0,0,,,,,
108,2025-08-12 15:26:46.302415,192.168.159.241,192.168.159.198,62987,4840,TCP,171,3,497,11193,65535,,0,0,0,0,,,,,
109,2025-08-12 15:26:46.315930,192.168.159.198,192.168.159.241,4840,62987,TCP,106,3,11193,614,8192,,0,0,0,0,,,,,
110,2025-08-12 15:26:46.318354,192.168.159.241,192.168.159.198,62987,4840,TCP,205,3,614,11245,65483,,0,0,0,0,,,,,
111,2025-08-12 15:26:46.426220,192.168.159.198,192.168.159.241,4840,62987,TCP,60,3,11245,765,8192,,0,0,0,0,,,,,
112,2025-08-12 15:26:46.426310,192.168.159.241,192.168.159.198,62987,4840,TCP,117,3,765,11245,65483,,0,0,0,0,,,,,
113,2025-08-12 15:26:46.452103,192.168.159.198,192.168.159.241,4840,62987,TCP,106,3,11245,828,8129,,0,0,0,0,,,,,
114,2025-08-12 15:26:46.453724,192.168.159.241,192.168.159.198,62987,4840,TCP,111,3,828,11297,65431,,0,0,0,0,,,,,
115,2025-08-12 15:26:46.455794,192.168.159.241,192.168.159.198,62987,4840,TCP,54,3,885,11297,65431,,0,0,0,0,,,,,
116,2025-08-12 15:26:46.458105,192.168.159.241,192.168.159.198,62988,4840,TCP,66,4,0,0,65535,,0,0,0,0,,,,,
117,2025-08-12 15:26:46.466962,192.168.159.198,192.168.159.241,4840,62987,TCP,60,3,11297,886,8135,,0,0,0,0,,,,,
118,2025-08-12 15:26:46.469957,192.168.159.198,192.168.159.241,4840,62988,TCP,60,4,0,1,8192,,0,0,0,0,,,,,
119,2025-08-12 15:26:46.470106,192.168.159.241,192.168.159.198,62988,4840,TCP,54,4,1,1,65535,,0,0,0,0,,,,,
120,2025-08-12 15:26:46.471759,192.168.159.241,192.168.159.198,62988,4840,TCP,116,4,1,1,65535,,0,0,0,0,,,,,
121,2025-08-12 15:26:46.474946,192.168.159.198,192.168.159.241,4840,62987,TCP,106,3,11297,886,8135,,0,0,0,0,,,,,
122,2025-08-12 15:26:46.475024,192.168.159.241,192.168.159.198,62987,4840,TCP,54,3,886,11349,0,,0,0,0,0,,,,,
123,2025-08-12 15:26:46.524933,192.168.159.198,192.168.159.241,4840,62988,TCP,82,4,1,63,8192,,0,0,0,0,,,,,
124,2025-08-12 15:26:46.527780,192.168.159.241,192.168.159.198,62988,4840,TCP,187,4,63,29,65507,,0,0,0,0,,,,,
125,2025-08-12 15:26:46.545996,192.168.159.198,192.168.159.241,4840,62988,TCP,190,4,29,196,8192,,0,0,0,0,,,,,
126,2025-08-12 15:26:46.550217,192.168.159.241,192.168.159.198,62988,4840,TCP,355,4,196,165,65371,,0,0,0,0,,,,,
127,2025-08-12 15:26:46.666125,192.168.159.198,192.168.159.241,4840,62988,TCP,1514,4,165,497,8192,,0,0,0,0,,,,,
128,2025-08-12 15:26:46.666125,192.168.159.198,192.168.159.241,4840,62988,TCP,1514,4,1625,497,8192,,0,0,0,0,,,,,
129,2025-08-12 15:26:46.666256,192.168.159.241,192.168.159.198,62988,4840,TCP,54,4,497,3085,65535,,0,0,0,0,,,,,
130,2025-08-12 15:26:46.668144,192.168.159.198,192.168.159.241,4840,62988,TCP,1514,4,3085,497,8192,,0,0,0,0,,,,,
131,2025-08-12 15:26:46.676103,192.168.159.198,192.168.159.241,4840,62988,TCP,1514,4,4545,497,8192,,0,0,0,0,,,,,
132,2025-08-12 15:26:46.676103,192.168.159.198,192.168.159.241,4840,62988,TCP,1514,4,6005,497,8192,,0,0,0,0,,,,,
133,2025-08-12 15:26:46.676184,192.168.159.241,192.168.159.198,62988,4840,TCP,54,4,497,7465,65535,,0,0,0,0,,,,,
134,2025-08-12 15:26:46.677022,192.168.159.198,192.168.159.241,4840,62988,TCP,946,4,7465,497,8192,,0,0,0,0,,,,,
135,2025-08-12 15:26:46.677097,192.168.159.241,192.168.159.198,62988,4840,TCP,54,4,497,8357,64643,,0,0,0,0,,,,,
136,2025-08-12 15:26:46.684320,192.168.159.198,192.168.159.241,4840,62988,TCP,1514,4,8357,497,8192,,0,0,0,0,,,,,
137,2025-08-12 15:26:46.687074,192.168.159.198,192.168.159.241,4840,62988,TCP,1430,4,9817,497,8192,,0,0,0,0,,,,,
138,2025-08-12 15:26:46.687179,192.168.159.241,192.168.159.198,62988,4840,TCP,54,4,497,11193,65535,,0,0,0,0,,,,,
139,2025-08-12 15:26:46.691971,192.168.159.241,192.168.159.198,62988,4840,TCP,171,4,497,11193,65535,,0,0,0,0,,,,,
140,2025-08-12 15:26:46.706956,192.168.159.198,192.168.159.241,4840,62988,TCP,106,4,11193,614,8192,,0,0,0,0,,,,,
141,2025-08-12 15:26:46.711213,192.168.159.241,192.168.159.198,62988,4840,TCP,196,4,614,11245,65483,,0,0,0,0,,,,,
142,2025-08-12 15:26:46.833046,192.168.159.198,192.168.159.241,4840,62988,TCP,60,4,11245,756,8192,,0,0,0,0,,,,,
143,2025-08-12 15:26:46.833112,192.168.159.241,192.168.159.198,62988,4840,TCP,117,4,756,11245,65483,,0,0,0,0,,,,,
144,2025-08-12 15:26:46.840947,192.168.159.198,192.168.159.241,4840,62988,TCP,106,4,11245,819,8129,,0,0,0,0,,,,,
145,2025-08-12 15:26:46.842518,192.168.159.241,192.168.159.198,62988,4840,TCP,111,4,819,11297,65431,,0,0,0,0,,,,,
146,2025-08-12 15:26:46.844494,192.168.159.241,192.168.159.198,62988,4840,TCP,54,4,876,11297,65431,,0,0,0,0,,,,,
147,2025-08-12 15:26:46.846773,192.168.159.241,192.168.159.198,62989,4840,TCP,66,5,0,0,65535,,0,0,0,0,,,,,
148,2025-08-12 15:26:46.851028,192.168.159.198,192.168.159.241,4840,62988,TCP,60,4,11297,877,8135,,0,0,0,0,,,,,
149,2025-08-12 15:26:46.858970,192.168.159.198,192.168.159.241,4840,62989,TCP,60,5,0,1,8192,,0,0,0,0,,,,,
150,2025-08-12 15:26:46.859128,192.168.159.241,192.168.159.198,62989,4840,TCP,54,5,1,1,65535,,0,0,0,0,,,,,
151,2025-08-12 15:26:46.861254,192.168.159.241,192.168.159.198,62989,4840,TCP,116,5,1,1,65535,,0,0,0,0,,,,,
152,2025-08-12 15:26:46.861842,192.168.159.198,192.168.159.241,4840,62988,TCP,106,4,11297,877,8135,,0,0,0,0,,,,,
153,2025-08-12 15:26:46.861926,192.168.159.241,192.168.159.198,62988,4840,TCP,54,4,877,11349,0,,0,0,0,0,,,,,
154,2025-08-12 15:26:46.908954,192.168.159.198,192.168.159.241,4840,62989,TCP,82,5,1,63,8192,,0,0,0,0,,,,,
155,2025-08-12 15:26:46.912885,192.168.159.241,192.168.159.198,62989,4840,TCP,187,5,63,29,65507,,0,0,0,0,,,,,
156,2025-08-12 15:26:46.927016,192.168.159.198,192.168.159.241,4840,62989,TCP,190,5,29,196,8192,,0,0,0,0,,,,,
157,2025-08-12 15:26:46.932146,192.168.159.241,192.168.159.198,62989,4840,TCP,355,5,196,165,65371,,0,0,0,0,,,,,
158,2025-08-12 15:26:47.042000,192.168.159.198,192.168.159.241,4840,62989,TCP,1514,5,165,497,8192,,0,0,0,0,,,,,
159,2025-08-12 15:26:47.051977,192.168.159.198,192.168.159.241,4840,62989,TCP,1514,5,1625,497,8192,,0,0,0,0,,,,,
160,2025-08-12 15:26:47.051977,192.168.159.198,192.168.159.241,4840,62989,TCP,1514,5,3085,497,8192,,0,0,0,0,,,,,
161,2025-08-12 15:26:47.052093,192.168.159.241,192.168.159.198,62989,4840,TCP,54,5,497,4545,65535,,0,0,0,0,,,,,
162,2025-08-12 15:26:47.054986,192.168.159.198,192.168.159.241,4840,62989,TCP,1514,5,4545,497,8192,,0,0,0,0,,,,,
163,2025-08-12 15:26:47.055117,192.168.159.241,192.168.159.198,62989,4840,TCP,54,5,497,6005,65535,,0,0,0,0,,,,,
164,2025-08-12 15:26:47.057962,192.168.159.198,192.168.159.241,4840,62989,TCP,1514,5,6005,497,8192,,0,0,0,0,,,,,
165,2025-08-12 15:26:47.060072,192.168.159.198,192.168.159.241,4840,62989,TCP,946,5,7465,497,8192,,0,0,0,0,,,,,
166,2025-08-12 15:26:47.060171,192.168.159.241,192.168.159.198,62989,4840,TCP,54,5,497,8357,65535,,0,0,0,0,,,,,
167,2025-08-12 15:26:47.068009,192.168.159.198,192.168.159.241,4840,62989,TCP,1514,5,8357,497,8192,,0,0,0,0,,,,,
168,2025-08-12 15:26:47.068009,192.168.159.198,192.168.159.241,4840,62989,TCP,1430,5,9817,497,8192,,0,0,0,0,,,,,
169,2025-08-12 15:26:47.068108,192.168.159.241,192.168.159.198,62989,4840,TCP,54,5,497,11193,65535,,0,0,0,0,,,,,
170,2025-08-12 15:26:47.076853,192.168.159.241,192.168.159.198,62989,4840,TCP,171,5,497,11193,65535,,0,0,0,0,,,,,
171,2025-08-12 15:26:47.091870,192.168.159.198,192.168.159.241,4840,62989,TCP,106,5,11193,614,8192,,0,0,0,0,,,,,
172,2025-08-12 15:26:47.095490,192.168.159.241,192.168.159.198,62989,4840,TCP,174,5,614,11245,65483,,0,0,0,0,,,,,
173,2025-08-12 15:26:47.222858,192.168.159.198,192.168.159.241,4840,62989,TCP,106,5,11245,734,8192,,0,0,0,0,,,,,
174,2025-08-12 15:26:47.222971,192.168.159.241,192.168.159.198,62989,4840,TCP,117,5,734,11297,65431,,0,0,0,0,,,,,
175,2025-08-12 15:26:47.225981,192.168.159.241,192.168.159.198,62989,4840,TCP,111,5,797,11297,65431,,0,0,0,0,,,,,
176,2025-08-12 15:26:47.228278,192.168.159.241,192.168.159.198,62990,4840,TCP,66,6,0,0,65535,,0,0,0,0,,,,,
177,2025-08-12 15:26:47.229920,192.168.159.198,192.168.159.241,4840,62989,TCP,60,5,11297,855,8135,,0,0,0,0,,,,,
178,2025-08-12 15:26:47.237815,192.168.159.198,192.168.159.241,4840,62990,TCP,60,6,0,1,8192,,0,0,0,0,,,,,
179,2025-08-12 15:26:47.237970,192.168.159.241,192.168.159.198,62990,4840,TCP,54,6,1,1,65535,,0,0,0,0,,,,,
180,2025-08-12 15:26:47.239835,192.168.159.241,192.168.159.198,62990,4840,TCP,116,6,1,1,65535,,0,0,0,0,,,,,
181,2025-08-12 15:26:47.250988,192.168.159.198,192.168.159.241,4840,62989,TCP,106,5,11297,855,8135,,0,0,0,0,,,,,
182,2025-08-12 15:26:47.251087,192.168.159.241,192.168.159.198,62989,4840,TCP,54,5,855,11349,0,,0,0,0,0,,,,,
183,2025-08-12 15:26:47.294927,192.168.159.198,192.168.159.241,4840,62990,TCP,82,6,1,63,8192,,0,0,0,0,,,,,
184,2025-08-12 15:26:47.298050,192.168.159.241,192.168.159.198,62990,4840,TCP,187,6,63,29,65507,,0,0,0,0,,,,,
185,2025-08-12 15:26:47.313953,192.168.159.198,192.168.159.241,4840,62990,TCP,190,6,29,196,8192,,0,0,0,0,,,,,
186,2025-08-12 15:26:47.317426,192.168.159.241,192.168.159.198,62990,4840,TCP,355,6,196,165,65371,,0,0,0,0,,,,,
187,2025-08-12 15:26:47.434302,192.168.159.198,192.168.159.241,4840,62990,TCP,1514,6,165,497,8192,,0,0,0,0,,,,,
188,2025-08-12 15:26:47.442295,192.168.159.198,192.168.159.241,4840,62990,TCP,1514,6,1625,497,8192,,0,0,0,0,,,,,
189,2025-08-12 15:26:47.442295,192.168.159.198,192.168.159.241,4840,62990,TCP,1514,6,3085,497,8192,,0,0,0,0,,,,,
190,2025-08-12 15:26:47.442372,192.168.159.241,192.168.159.198,62990,4840,TCP,54,6,497,4545,65535,,0,0,0,0,,,,,
191,2025-08-12 15:26:47.445079,192.168.159.198,192.168.159.241,4840,62990,TCP,1514,6,4545,497,8192,,0,0,0,0,,,,,
192,2025-08-12 15:26:47.445143,192.168.159.241,192.168.159.198,62990,4840,TCP,54,6,497,6005,65535,,0,0,0,0,,,,,
193,2025-08-12 15:26:47.447221,192.168.159.198,192.168.159.241,4840,62990,TCP,1514,6,6005,497,8192,,0,0,0,0,,,,,
194,2025-08-12 15:26:47.447221,192.168.159.198,192.168.159.241,4840,62990,TCP,946,6,7465,497,8192,,0,0,0,0,,,,,
195,2025-08-12 15:26:47.447317,192.168.159.241,192.168.159.198,62990,4840,TCP,54,6,497,8357,65535,,0,0,0,0,,,,,
196,2025-08-12 15:26:47.458113,192.168.159.198,192.168.159.241,4840,62990,TCP,1514,6,8357,497,8192,,0,0,0,0,,,,,
197,2025-08-12 15:26:47.458113,192.168.159.198,192.168.159.241,4840,62990,TCP,1430,6,9817,497,8192,,0,0,0,0,,,,,
198,2025-08-12 15:26:47.458261,192.168.159.241,192.168.159.198,62990,4840,TCP,54,6,497,11193,65535,,0,0,0,0,,,,,
199,2025-08-12 15:26:47.464698,192.168.159.241,192.168.159.198,62990,4840,TCP,171,6,497,11193,65535,,0,0,0,0,,,,,
200,2025-08-12 15:26:47.480934,192.168.159.198,192.168.159.241,4840,62990,TCP,106,6,11193,614,8192,,0,0,0,0,,,,,
201,2025-08-12 15:26:47.485945,192.168.159.241,192.168.159.198,62990,4840,TCP,170,6,614,11245,65483,,0,0,0,0,,,,,
202,2025-08-12 15:26:47.614027,192.168.159.198,192.168.159.241,4840,62990,TCP,106,6,11245,730,8192,,0,0,0,0,,,,,
203,2025-08-12 15:26:47.614162,192.168.159.241,192.168.159.198,62990,4840,TCP,117,6,730,11297,65431,,0,0,0,0,,,,,
204,2025-08-12 15:26:47.617106,192.168.159.241,192.168.159.198,62990,4840,TCP,111,6,793,11297,65431,,0,0,0,0,,,,,
205,2025-08-12 15:26:47.619268,192.168.159.241,192.168.159.198,62991,4840,TCP,66,7,0,0,65535,,0,0,0,0,,,,,
206,2025-08-12 15:26:47.624895,192.168.159.198,192.168.159.241,4840,62990,TCP,60,6,11297,851,8135,,0,0,0,0,,,,,
207,2025-08-12 15:26:47.631896,192.168.159.198,192.168.159.241,4840,62991,TCP,60,7,0,1,8192,,0,0,0,0,,,,,
208,2025-08-12 15:26:47.632059,192.168.159.241,192.168.159.198,62991,4840,TCP,54,7,1,1,65535,,0,0,0,0,,,,,
209,2025-08-12 15:26:47.632956,192.168.159.198,192.168.159.241,4840,62990,TCP,106,6,11297,851,8135,,0,0,0,0,,,,,
210,2025-08-12 15:26:47.633039,192.168.159.241,192.168.159.198,62990,4840,TCP,54,6,851,11349,0,,0,0,0,0,,,,,
211,2025-08-12 15:26:47.633869,192.168.159.241,192.168.159.198,62991,4840,TCP,116,7,1,1,65535,,0,0,0,0,,,,,
212,2025-08-12 15:26:47.676901,192.168.159.198,192.168.159.241,4840,62991,TCP,82,7,1,63,8192,,0,0,0,0,,,,,
213,2025-08-12 15:26:47.679437,192.168.159.241,192.168.159.198,62991,4840,TCP,187,7,63,29,65507,,0,0,0,0,,,,,
214,2025-08-12 15:26:47.702875,192.168.159.198,192.168.159.241,4840,62991,TCP,190,7,29,196,8192,,0,0,0,0,,,,,
215,2025-08-12 15:26:47.706568,192.168.159.241,192.168.159.198,62991,4840,TCP,355,7,196,165,65371,,0,0,0,0,,,,,
216,2025-08-12 15:26:47.818339,192.168.159.198,192.168.159.241,4840,62991,TCP,1514,7,165,497,8192,,0,0,0,0,,,,,
217,2025-08-12 15:26:47.826248,192.168.159.198,192.168.159.241,4840,62991,TCP,1514,7,1625,497,8192,,0,0,0,0,,,,,
218,2025-08-12 15:26:47.826248,192.168.159.198,192.168.159.241,4840,62991,TCP,1514,7,3085,497,8192,,0,0,0,0,,,,,
219,2025-08-12 15:26:47.826310,192.168.159.241,192.168.159.198,62991,4840,TCP,54,7,497,4545,65535,,0,0,0,0,,,,,
220,2025-08-12 15:26:47.827261,192.168.159.198,192.168.159.241,4840,62991,TCP,1514,7,4545,497,8192,,0,0,0,0,,,,,
221,2025-08-12 15:26:47.827358,192.168.159.241,192.168.159.198,62991,4840,TCP,54,7,497,6005,65535,,0,0,0,0,,,,,
222,2025-08-12 15:26:47.831028,192.168.159.198,192.168.159.241,4840,62991,TCP,1514,7,6005,497,8192,,0,0,0,0,,,,,
223,2025-08-12 15:26:47.831028,192.168.159.198,192.168.159.241,4840,62991,TCP,946,7,7465,497,8192,,0,0,0,0,,,,,
224,2025-08-12 15:26:47.831116,192.168.159.241,192.168.159.198,62991,4840,TCP,54,7,497,8357,65535,,0,0,0,0,,,,,
225,2025-08-12 15:26:47.839041,192.168.159.198,192.168.159.241,4840,62991,TCP,1514,7,8357,497,8192,,0,0,0,0,,,,,
226,2025-08-12 15:26:47.842020,192.168.159.198,192.168.159.241,4840,62991,TCP,1430,7,9817,497,8192,,0,0,0,0,,,,,
227,2025-08-12 15:26:47.842091,192.168.159.241,192.168.159.198,62991,4840,TCP,54,7,497,11193,65535,,0,0,0,0,,,,,
228,2025-08-12 15:26:47.846455,192.168.159.241,192.168.159.198,62991,4840,TCP,171,7,497,11193,65535,,0,0,0,0,,,,,
229,2025-08-12 15:26:47.862909,192.168.159.198,192.168.159.241,4840,62991,TCP,106,7,11193,614,8192,,0,0,0,0,,,,,
230,2025-08-12 15:26:47.867682,192.168.159.241,192.168.159.198,62991,4840,TCP,161,7,614,11245,65483,,0,0,0,0,,,,,
231,2025-08-12 15:26:47.996160,192.168.159.198,192.168.159.241,4840,62991,TCP,106,7,11245,721,8192,,0,0,0,0,,,,,
232,2025-08-12 15:26:47.996298,192.168.159.241,192.168.159.198,62991,4840,TCP,117,7,721,11297,65431,,0,0,0,0,,,,,
233,2025-08-12 15:26:47.999101,192.168.159.241,192.168.159.198,62991,4840,TCP,111,7,784,11297,65431,,0,0,0,0,,,,,
234,2025-08-12 15:26:48.001068,192.168.159.241,192.168.159.198,62992,4840,TCP,66,8,0,0,65535,,0,0,0,0,,,,,
235,2025-08-12 15:26:48.009086,192.168.159.198,192.168.159.241,4840,62991,TCP,60,7,11297,842,8135,,0,0,0,0,,,,,
236,2025-08-12 15:26:48.013879,192.168.159.198,192.168.159.241,4840,62992,TCP,60,8,0,1,8192,,0,0,0,0,,,,,
237,2025-08-12 15:26:48.014047,192.168.159.241,192.168.159.198,62992,4840,TCP,54,8,1,1,65535,,0,0,0,0,,,,,
238,2025-08-12 15:26:48.016042,192.168.159.241,192.168.159.198,62992,4840,TCP,116,8,1,1,65535,,0,0,0,0,,,,,
239,2025-08-12 15:26:48.016888,192.168.159.198,192.168.159.241,4840,62991,TCP,106,7,11297,842,8135,,0,0,0,0,,,,,
240,2025-08-12 15:26:48.016979,192.168.159.241,192.168.159.198,62991,4840,TCP,54,7,842,11349,0,,0,0,0,0,,,,,
241,2025-08-12 15:26:48.074064,192.168.159.198,192.168.159.241,4840,62992,TCP,82,8,1,63,8192,,0,0,0,0,,,,,
242,2025-08-12 15:26:48.077326,192.168.159.241,192.168.159.198,62992,4840,TCP,187,8,63,29,65507,,0,0,0,0,,,,,
243,2025-08-12 15:26:48.094787,192.168.159.198,192.168.159.241,4840,62992,TCP,190,8,29,196,8192,,0,0,0,0,,,,,
244,2025-08-12 15:26:48.098661,192.168.159.241,192.168.159.198,62992,4840,TCP,355,8,196,165,65371,,0,0,0,0,,,,,
245,2025-08-12 15:26:48.217052,192.168.159.198,192.168.159.241,4840,62992,TCP,1514,8,165,497,8192,,0,0,0,0,,,,,
246,2025-08-12 15:26:48.217917,192.168.159.198,192.168.159.241,4840,62992,TCP,1514,8,1625,497,8192,,0,0,0,0,,,,,
247,2025-08-12 15:26:48.217996,192.168.159.241,192.168.159.198,62992,4840,TCP,54,8,497,3085,65535,,0,0,0,0,,,,,
248,2025-08-12 15:26:48.220064,192.168.159.198,192.168.159.241,4840,62992,TCP,1514,8,3085,497,8192,,0,0,0,0,,,,,
249,2025-08-12 15:26:48.220064,192.168.159.198,192.168.159.241,4840,62992,TCP,1514,8,4545,497,8192,,0,0,0,0,,,,,
250,2025-08-12 15:26:48.220143,192.168.159.241,192.168.159.198,62992,4840,TCP,54,8,497,6005,65535,,0,0,0,0,,,,,
251,2025-08-12 15:26:48.223017,192.168.159.198,192.168.159.241,4840,62992,TCP,1514,8,6005,497,8192,,0,0,0,0,,,,,
252,2025-08-12 15:26:48.224901,192.168.159.198,192.168.159.241,4840,62992,TCP,946,8,7465,497,8192,,0,0,0,0,,,,,
253,2025-08-12 15:26:48.224966,192.168.159.241,192.168.159.198,62992,4840,TCP,54,8,497,8357,65535,,0,0,0,0,,,,,
254,2025-08-12 15:26:48.233116,192.168.159.198,192.168.159.241,4840,62992,TCP,1514,8,8357,497,8192,,0,0,0,0,,,,,
255,2025-08-12 15:26:48.233116,192.168.159.198,192.168.159.241,4840,62992,TCP,1430,8,9817,497,8192,,0,0,0,0,,,,,
256,2025-08-12 15:26:48.233270,192.168.159.241,192.168.159.198,62992,4840,TCP,54,8,497,11193,65535,,0,0,0,0,,,,,
257,2025-08-12 15:26:48.240947,192.168.159.241,192.168.159.198,62992,4840,TCP,171,8,497,11193,65535,,0,0,0,0,,,,,
258,2025-08-12 15:26:48.258927,192.168.159.198,192.168.159.241,4840,62992,TCP,106,8,11193,614,8192,,0,0,0,0,,,,,
259,2025-08-12 15:26:48.264654,192.168.159.241,192.168.159.198,62992,4840,TCP,192,8,614,11245,65483,,0,0,0,0,,,,,
260,2025-08-12 15:26:48.393045,192.168.159.198,192.168.159.241,4840,62992,TCP,106,8,11245,752,8192,,0,0,0,0,,,,,
261,2025-08-12 15:26:48.393216,192.168.159.241,192.168.159.198,62992,4840,TCP,117,8,752,11297,65431,,0,0,0,0,,,,,
262,2025-08-12 15:26:48.396259,192.168.159.241,192.168.159.198,62992,4840,TCP,111,8,815,11297,65431,,0,0,0,0,,,,,
263,2025-08-12 15:26:48.398110,192.168.159.241,192.168.159.198,62993,4840,TCP,66,9,0,0,65535,,0,0,0,0,,,,,
264,2025-08-12 15:26:48.402770,192.168.159.198,192.168.159.241,4840,62992,TCP,60,8,11297,873,8135,,0,0,0,0,,,,,
265,2025-08-12 15:26:48.410708,192.168.159.198,192.168.159.241,4840,62993,TCP,60,9,0,1,8192,,0,0,0,0,,,,,
266,2025-08-12 15:26:48.410841,192.168.159.241,192.168.159.198,62993,4840,TCP,54,9,1,1,65535,,0,0,0,0,,,,,
267,2025-08-12 15:26:48.411938,192.168.159.241,192.168.159.198,62993,4840,TCP,116,9,1,1,65535,,0,0,0,0,,,,,
268,2025-08-12 15:26:48.413712,192.168.159.198,192.168.159.241,4840,62992,TCP,106,8,11297,873,8135,,0,0,0,0,,,,,
269,2025-08-12 15:26:48.413776,192.168.159.241,192.168.159.198,62992,4840,TCP,54,8,873,11349,0,,0,0,0,0,,,,,
270,2025-08-12 15:26:48.470947,192.168.159.198,192.168.159.241,4840,62993,TCP,82,9,1,63,8192,,0,0,0,0,,,,,
271,2025-08-12 15:26:48.474098,192.168.159.241,192.168.159.198,62993,4840,TCP,187,9,63,29,65507,,0,0,0,0,,,,,
272,2025-08-12 15:26:48.491994,192.168.159.198,192.168.159.241,4840,62993,TCP,190,9,29,196,8192,,0,0,0,0,,,,,
273,2025-08-12 15:26:48.496550,192.168.159.241,192.168.159.198,62993,4840,TCP,355,9,196,165,65371,,0,0,0,0,,,,,
274,2025-08-12 15:26:48.612088,192.168.159.198,192.168.159.241,4840,62993,TCP,1514,9,165,497,8192,,0,0,0,0,,,,,
275,2025-08-12 15:26:48.612088,192.168.159.198,192.168.159.241,4840,62993,TCP,1514,9,1625,497,8192,,0,0,0,0,,,,,
276,2025-08-12 15:26:48.612213,192.168.159.241,192.168.159.198,62993,4840,TCP,54,9,497,3085,65535,,0,0,0,0,,,,,
277,2025-08-12 15:26:48.615014,192.168.159.198,192.168.159.241,4840,62993,TCP,1514,9,3085,497,8192,,0,0,0,0,,,,,
278,2025-08-12 15:26:48.615014,192.168.159.198,192.168.159.241,4840,62993,TCP,1514,9,4545,497,8192,,0,0,0,0,,,,,
279,2025-08-12 15:26:48.615078,192.168.159.241,192.168.159.198,62993,4840,TCP,54,9,497,6005,65535,,0,0,0,0,,,,,
280,2025-08-12 15:26:48.617985,192.168.159.198,192.168.159.241,4840,62993,TCP,1514,9,6005,497,8192,,0,0,0,0,,,,,
281,2025-08-12 15:26:48.619922,192.168.159.198,192.168.159.241,4840,62993,TCP,946,9,7465,497,8192,,0,0,0,0,,,,,
282,2025-08-12 15:26:48.619968,192.168.159.241,192.168.159.198,62993,4840,TCP,54,9,497,8357,65535,,0,0,0,0,,,,,
283,2025-08-12 15:26:48.627957,192.168.159.198,192.168.159.241,4840,62993,TCP,1514,9,8357,497,8192,,0,0,0,0,,,,,
284,2025-08-12 15:26:48.627957,192.168.159.198,192.168.159.241,4840,62993,TCP,1430,9,9817,497,8192,,0,0,0,0,,,,,
285,2025-08-12 15:26:48.628062,192.168.159.241,192.168.159.198,62993,4840,TCP,54,9,497,11193,65535,,0,0,0,0,,,,,
286,2025-08-12 15:26:48.634871,192.168.159.241,192.168.159.198,62993,4840,TCP,171,9,497,11193,65535,,0,0,0,0,,,,,
287,2025-08-12 15:26:48.651898,192.168.159.198,192.168.159.241,4840,62993,TCP,106,9,11193,614,8192,,0,0,0,0,,,,,
288,2025-08-12 15:26:48.656958,192.168.159.241,192.168.159.198,62993,4840,TCP,181,9,614,11245,65483,,0,0,0,0,,,,,
289,2025-08-12 15:26:48.781821,192.168.159.198,192.168.159.241,4840,62993,TCP,106,9,11245,741,8192,,0,0,0,0,,,,,
290,2025-08-12 15:26:48.781939,192.168.159.241,192.168.159.198,62993,4840,TCP,117,9,741,11297,65431,,0,0,0,0,,,,,
291,2025-08-12 15:26:48.784711,192.168.159.241,192.168.159.198,62993,4840,TCP,111,9,804,11297,65431,,0,0,0,0,,,,,
292,2025-08-12 15:26:48.786506,192.168.159.241,192.168.159.198,62994,4840,TCP,66,10,0,0,65535,,0,0,0,0,,,,,
293,2025-08-12 15:26:48.797838,192.168.159.198,192.168.159.241,4840,62993,TCP,60,9,11297,862,8135,,0,0,0,0,,,,,
294,2025-08-12 15:26:48.800726,192.168.159.198,192.168.159.241,4840,62994,TCP,60,10,0,1,8192,,0,0,0,0,,,,,
295,2025-08-12 15:26:48.800885,192.168.159.241,192.168.159.198,62994,4840,TCP,54,10,1,1,65535,,0,0,0,0,,,,,
296,2025-08-12 15:26:48.802889,192.168.159.198,192.168.159.241,4840,62993,TCP,106,9,11297,862,8135,,0,0,0,0,,,,,
